Produced: Tue Mar 05 16:01:04 2024
, Traffic Light ID: 2, Cars Passed: 18Produced: Tue Mar 05 16:01:04 2024
, Traffic Light ID: 1, Cars Passed: 20Produced: Tue Mar 05 16:01:05 2024
, Traffic Light ID: 4, Cars Passed: 9Produced: Tue Mar 05 16:01:06 2024
, Traffic Light ID: 5, Cars Passed: 6Produced: Tue Mar 05 16:01:06 2024
, Traffic Light ID: 2, Cars Passed: 28Produced: Tue Mar 05 16:01:08 2024
, Traffic Light ID: 2, Cars Passed: 46Produced: Tue Mar 05 16:01:09 2024
, Traffic Light ID: 3, Cars Passed: 37Produced: Tue Mar 05 16:01:09 2024
, Traffic Light ID: 5, Cars Passed: 3Produced: Tue Mar 05 16:01:09 2024
, Traffic Light ID: 3, Cars Passed: 33Produced: Tue Mar 05 16:01:10 2024
, Traffic Light ID: 3, Cars Passed: 36Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:03 2024
, Traffic Light ID: 2, Cars Passed: 18Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:03 2024
, Traffic Light ID: 3, Cars Passed: 33Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:04 2024
, Traffic Light ID: 5, Cars Passed: 22Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:04 2024
, Traffic Light ID: 2, Cars Passed: 30Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:04 2024
, Traffic Light ID: 3, Cars Passed: 26Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:05 2024
, Traffic Light ID: 5, Cars Passed: 50Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:06 2024
, Traffic Light ID: 3, Cars Passed: 46Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:06 2024
, Traffic Light ID: 4, Cars Passed: 4Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:06 2024
, Traffic Light ID: 4, Cars Passed: 30Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:07 2024
, Traffic Light ID: 3, Cars Passed: 30Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:08 2024
, Traffic Light ID: 3, Cars Passed: 17Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:09 2024
, Traffic Light ID: 4, Cars Passed: 46Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:09 2024
, Traffic Light ID: 2, Cars Passed: 37Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:10 2024
, Traffic Light ID: 4, Cars Passed: 33Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:10 2024
, Traffic Light ID: 5, Cars Passed: 15Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:11 2024
, Traffic Light ID: 2, Cars Passed: 22Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:12 2024
, Traffic Light ID: 4, Cars Passed: 14Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:12 2024
, Traffic Light ID: 1, Cars Passed: 4Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:13 2024
, Traffic Light ID: 4, Cars Passed: 33Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:14 2024
, Traffic Light ID: 4, Cars Passed: 7Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:15 2024
, Traffic Light ID: 4, Cars Passed: 47Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:16 2024
, Traffic Light ID: 2, Cars Passed: 45Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:16 2024
, Traffic Light ID: 3, Cars Passed: 30Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:16 2024
, Traffic Light ID: 1, Cars Passed: 1Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:17 2024
, Traffic Light ID: 2, Cars Passed: 45Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:18 2024
, Traffic Light ID: 3, Cars Passed: 40Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:18 2024
, Traffic Light ID: 5, Cars Passed: 5Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:19 2024
, Traffic Light ID: 1, Cars Passed: 50Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:19 2024
, Traffic Light ID: 4, Cars Passed: 25Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:19 2024
, Traffic Light ID: 4, Cars Passed: 19Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:20 2024
, Traffic Light ID: 1, Cars Passed: 9Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:20 2024
, Traffic Light ID: 3, Cars Passed: 26Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:21 2024
, Traffic Light ID: 5, Cars Passed: 15Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:22 2024
, Traffic Light ID: 5, Cars Passed: 25Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:22 2024
, Traffic Light ID: 5, Cars Passed: 34Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:23 2024
, Traffic Light ID: 3, Cars Passed: 48Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:23 2024
, Traffic Light ID: 3, Cars Passed: 24Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:24 2024
, Traffic Light ID: 4, Cars Passed: 19Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:24 2024
, Traffic Light ID: 1, Cars Passed: 3Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:24 2024
, Traffic Light ID: 4, Cars Passed: 28Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:25 2024
, Traffic Light ID: 5, Cars Passed: 28Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:26 2024
, Traffic Light ID: 4, Cars Passed: 25Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:26 2024
, Traffic Light ID: 3, Cars Passed: 12Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:26 2024
, Traffic Light ID: 4, Cars Passed: 33Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:27 2024
, Traffic Light ID: 4, Cars Passed: 26Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:27 2024
, Traffic Light ID: 3, Cars Passed: 43Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:28 2024
, Traffic Light ID: 2, Cars Passed: 15Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:29 2024
, Traffic Light ID: 3, Cars Passed: 11Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:29 2024
, Traffic Light ID: 5, Cars Passed: 21Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:29 2024
, Traffic Light ID: 1, Cars Passed: 34Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:30 2024
, Traffic Light ID: 1, Cars Passed: 47Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:31 2024
, Traffic Light ID: 1, Cars Passed: 1Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:31 2024
, Traffic Light ID: 5, Cars Passed: 46Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:32 2024
, Traffic Light ID: 5, Cars Passed: 26Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:33 2024
, Traffic Light ID: 5, Cars Passed: 9Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:33 2024
, Traffic Light ID: 2, Cars Passed: 17Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:34 2024
, Traffic Light ID: 4, Cars Passed: 2Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:34 2024
, Traffic Light ID: 4, Cars Passed: 15Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:35 2024
, Traffic Light ID: 3, Cars Passed: 1Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:35 2024
, Traffic Light ID: 1, Cars Passed: 27Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:35 2024
, Traffic Light ID: 3, Cars Passed: 21Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:35 2024
, Traffic Light ID: 2, Cars Passed: 28Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:36 2024
, Traffic Light ID: 4, Cars Passed: 15Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:36 2024
, Traffic Light ID: 3, Cars Passed: 37Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:36 2024
, Traffic Light ID: 3, Cars Passed: 28Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:37 2024
, Traffic Light ID: 1, Cars Passed: 28Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:38 2024
, Traffic Light ID: 4, Cars Passed: 24Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:38 2024
, Traffic Light ID: 3, Cars Passed: 13Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:39 2024
, Traffic Light ID: 2, Cars Passed: 38Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:39 2024
, Traffic Light ID: 1, Cars Passed: 26Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:39 2024
, Traffic Light ID: 1, Cars Passed: 3Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:40 2024
, Traffic Light ID: 1, Cars Passed: 27Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:40 2024
, Traffic Light ID: 2, Cars Passed: 12Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:40 2024
, Traffic Light ID: 4, Cars Passed: 21Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:41 2024
, Traffic Light ID: 5, Cars Passed: 39Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:42 2024
, Traffic Light ID: 1, Cars Passed: 2Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:43 2024
, Traffic Light ID: 5, Cars Passed: 1Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:44 2024
, Traffic Light ID: 4, Cars Passed: 29Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:44 2024
, Traffic Light ID: 3, Cars Passed: 28Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:45 2024
, Traffic Light ID: 4, Cars Passed: 40Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:45 2024
, Traffic Light ID: 1, Cars Passed: 8Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:45 2024
, Traffic Light ID: 3, Cars Passed: 9Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:46 2024
, Traffic Light ID: 3, Cars Passed: 2Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:47 2024
, Traffic Light ID: 1, Cars Passed: 29Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:48 2024
, Traffic Light ID: 5, Cars Passed: 6Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:48 2024
, Traffic Light ID: 2, Cars Passed: 5Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:49 2024
, Traffic Light ID: 2, Cars Passed: 23Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:50 2024
, Traffic Light ID: 4, Cars Passed: 36Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:50 2024
, Traffic Light ID: 2, Cars Passed: 27Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:51 2024
, Traffic Light ID: 2, Cars Passed: 8Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:51 2024
, Traffic Light ID: 2, Cars Passed: 20Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:52 2024
, Traffic Light ID: 2, Cars Passed: 23Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:53 2024
, Traffic Light ID: 3, Cars Passed: 18Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:53 2024
, Traffic Light ID: 1, Cars Passed: 42Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:54 2024
, Traffic Light ID: 5, Cars Passed: 30Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:55 2024
, Traffic Light ID: 5, Cars Passed: 33Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:55 2024
, Traffic Light ID: 1, Cars Passed: 4Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:56 2024
, Traffic Light ID: 5, Cars Passed: 35Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:57 2024
, Traffic Light ID: 3, Cars Passed: 8Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:57 2024
, Traffic Light ID: 3, Cars Passed: 14Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:58 2024
, Traffic Light ID: 4, Cars Passed: 12Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:59 2024
, Traffic Light ID: 3, Cars Passed: 49Buffer full, waiting to add data...Produced: Tue Mar 05 16:02:59 2024
, Traffic Light ID: 4, Cars Passed: 24Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:00 2024
, Traffic Light ID: 5, Cars Passed: 12Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:01 2024
, Traffic Light ID: 1, Cars Passed: 10Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:02 2024
, Traffic Light ID: 2, Cars Passed: 21Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:02 2024
, Traffic Light ID: 5, Cars Passed: 6Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:03 2024
, Traffic Light ID: 1, Cars Passed: 49Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:04 2024
, Traffic Light ID: 2, Cars Passed: 44Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:04 2024
, Traffic Light ID: 3, Cars Passed: 35Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:05 2024
, Traffic Light ID: 4, Cars Passed: 27Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:06 2024
, Traffic Light ID: 3, Cars Passed: 49Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:07 2024
, Traffic Light ID: 1, Cars Passed: 14Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:08 2024
, Traffic Light ID: 1, Cars Passed: 6Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:08 2024
, Traffic Light ID: 3, Cars Passed: 12Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:09 2024
, Traffic Light ID: 5, Cars Passed: 29Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:10 2024
, Traffic Light ID: 4, Cars Passed: 47Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:10 2024
, Traffic Light ID: 1, Cars Passed: 14Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:11 2024
, Traffic Light ID: 3, Cars Passed: 19Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:12 2024
, Traffic Light ID: 3, Cars Passed: 33Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:12 2024
, Traffic Light ID: 1, Cars Passed: 20Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:13 2024
, Traffic Light ID: 1, Cars Passed: 39Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:14 2024
, Traffic Light ID: 1, Cars Passed: 48Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:15 2024
, Traffic Light ID: 1, Cars Passed: 46Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:15 2024
, Traffic Light ID: 5, Cars Passed: 2Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:16 2024
, Traffic Light ID: 5, Cars Passed: 9Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:17 2024
, Traffic Light ID: 5, Cars Passed: 43Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:17 2024
, Traffic Light ID: 5, Cars Passed: 32Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:18 2024
, Traffic Light ID: 5, Cars Passed: 26Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:19 2024
, Traffic Light ID: 3, Cars Passed: 48Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:19 2024
, Traffic Light ID: 2, Cars Passed: 12Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:20 2024
, Traffic Light ID: 3, Cars Passed: 42Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:20 2024
, Traffic Light ID: 1, Cars Passed: 14Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:21 2024
, Traffic Light ID: 2, Cars Passed: 28Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:21 2024
, Traffic Light ID: 4, Cars Passed: 14Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:22 2024
, Traffic Light ID: 5, Cars Passed: 2Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:22 2024
, Traffic Light ID: 5, Cars Passed: 21Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:23 2024
, Traffic Light ID: 3, Cars Passed: 35Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:23 2024
, Traffic Light ID: 2, Cars Passed: 49Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:24 2024
, Traffic Light ID: 3, Cars Passed: 48Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:25 2024
, Traffic Light ID: 4, Cars Passed: 22Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:26 2024
, Traffic Light ID: 2, Cars Passed: 14Buffer full, waiting to add data...Produced: Tue Mar 05 16:03:26 2024
